Ticker,Fitur,Fold,Best_Epoch,Val_Loss,Val_MAE,Val_MAPE,Val_RMSE,Val_R2,,
ADRO,Open_Low_LAG,1,100,14781.00684,102.4027405,0.164710189,121.5316683,-0.566613447,,
ADRO,Open_Low_LAG,2,77,2986.566895,40.1844902,0.119804926,61.4058288,0.020196031,,
ADRO,Open_Low_LAG,3,89,8056.865723,54.47605896,0.083508827,89.61300854,0.578846051,,
ADRO,Open_Low_LAG,4,98,309922.9375,520.1841431,0.337894855,559.8376492,-6.788128762,,
ADRO,Open_Low_LAG,5,94,112797.6641,248.6025696,0.124849471,350.4359698,0.271804929,,
ADRO,Open_Volume_LAG,1,88,13786.10938,98.1395874,0.158952611,118.0388789,-0.478007243,,
ADRO,Open_Volume_LAG,2,97,2885.489258,40.16111755,0.115501578,59.98104028,0.061709715,,
ADRO,Open_Volume_LAG,3,97,7629.384277,54.59530258,0.081910492,86.64271725,0.605432346,,
ADRO,Open_Volume_LAG,4,100,321323.1563,532.6972046,0.345601002,566.8095918,-6.983012124,,
ADRO,Open_Volume_LAG,5,96,132420.1094,279.7032776,0.128783369,371.2161854,0.183140805,,
ADRO,High_Low_LAG,1,100,14068.26953,98.82279205,0.158624226,118.5674863,-0.491023335,,
ADRO,High_Low_LAG,2,79,2684.391602,37.61555862,0.125958796,63.92785146,-0.057169464,,
ADRO,High_Low_LAG,3,100,7305.040527,52.36610031,0.07844004,82.45534749,0.641391212,,
ADRO,High_Low_LAG,4,100,300358.3125,510.8066101,0.330241847,547.9872454,-6.462582727,,
ADRO,High_Low_LAG,5,97,121396.5,257.7655945,0.121104501,355.7825099,0.249686021,,
ADRO,High_Volume_LAG,1,99,12894.78125,93.45767212,0.149799853,114.6957988,-0.395029447,,
ADRO,High_Volume_LAG,2,91,2976.806885,40.00793076,0.122843588,63.05811644,-0.033366043,,
ADRO,High_Volume_LAG,3,98,6948.306152,51.57151031,0.105541298,96.1014769,0.516481007,,
ADRO,High_Volume_LAG,4,100,363569.25,567.8432617,0.368738363,602.9558707,-8.030463476,,
ADRO,High_Volume_LAG,5,96,130066.8516,274.4136963,0.134153489,371.0313935,0.183396324,,
ADRO,Low_Volume_LAG,1,54,14758.34277,102.3604584,0.169141877,123.6842172,-0.622573447,,
ADRO,Low_Volume_LAG,2,97,3248.455566,42.62440109,0.13335936,66.7029909,-0.147314209,,
ADRO,Low_Volume_LAG,3,91,7333.056152,54.01135254,0.081272634,85.38092416,0.614889294,,
ADRO,Low_Volume_LAG,4,100,472963.2188,657.7907715,0.430218012,687.7182972,-10.74672375,,
ADRO,Low_Volume_LAG,5,98,123234.3125,263.145813,0.160484687,399.9870827,0.051483227,,
ADRO,Open_High_Low_LAG,1,99,14545.09668,101.7378616,0.164603409,120.6359551,-0.543077607,,
ADRO,Open_High_Low_LAG,2,51,2805.348633,38.9312973,0.105504819,56.18881289,0.157694259,,
ADRO,Open_High_Low_LAG,3,94,7120.042969,52.0426445,0.093448599,92.93305832,0.546691132,,
ADRO,Open_High_Low_LAG,4,100,313261.4688,524.0533447,0.339449205,559.6893145,-6.780705445,,
ADRO,Open_High_Low_LAG,5,99,119231.125,258.088623,0.121574132,362.6459781,0.22082593,,
ADRO,Open_High_Volume_LAG,1,98,15058.38574,103.9266891,0.169266424,123.6797995,-0.622764321,,
ADRO,Open_High_Volume_LAG,2,63,2813.205078,38.70376587,0.104148652,55.18281175,0.192941193,,
ADRO,Open_High_Volume_LAG,3,99,7082.555176,52.56559372,0.079362741,84.0495326,0.628593859,,
ADRO,Open_High_Volume_LAG,4,98,293439.625,505.9351196,0.351834118,585.4535094,-7.516757285,,
ADRO,Open_High_Volume_LAG,5,99,111464.6406,249.5363922,0.113137956,334.3275855,0.33766473,,
ADRO,High_Low_Volume_LAG,1,90,14890.58301,103.3653259,0.172348613,125.6229341,-0.673602598,,
ADRO,High_Low_Volume_LAG,2,82,2871.273926,39.41209793,0.111934599,58.57974085,0.094989289,,
ADRO,High_Low_Volume_LAG,3,100,8741.172852,56.68522644,0.084166566,90.73441248,0.567709746,,
ADRO,High_Low_Volume_LAG,4,53,496665.75,675.664856,0.444351058,713.4095896,-11.64515746,,
ADRO,High_Low_Volume_LAG,5,96,108661.4688,246.7173157,0.124979632,344.4769348,0.296297036,,
ADRO,OHLVC_LAG,1,100,15161.35254,104.5343704,0.168976594,123.0800788,-0.607077149,,
ADRO,OHLVC_LAG,2,82,3063.668701,40.62651443,0.122144422,62.00589652,-0.004293525,,
ADRO,OHLVC_LAG,3,97,6768.507324,51.17988205,0.09721414,92.35339591,0.552104792,,
ADRO,OHLVC_LAG,4,98,343842.7813,550.1288452,0.400339968,645.3978041,-9.346717341,,
ADRO,OHLVC_LAG,5,100,131208.2969,281.0845337,0.127744165,362.1202776,0.222380154,,
ADRO,OHLVC_LAG_MA,1,100,11372.04395,86.28995514,0.137256481,106.6386711,-0.203092882,,
ADRO,OHLVC_LAG_MA,2,63,2786.457275,37.86737061,0.108028602,55.84563976,0.162515427,,
ADRO,OHLVC_LAG_MA,3,80,6389.42627,52.66976166,0.077489883,81.25242822,0.6486989,,
ADRO,OHLVC_LAG_MA,4,100,226710.3125,434.6236267,0.278693472,476.1360075,-4.63067594,,
ADRO,OHLVC_LAG_MA,5,100,99109.15625,235.4260864,0.106355002,313.822613,0.410940367,,
ADRO,OHLVC_LAG_EMA,1,100,12831.27441,94.04592896,0.151484721,113.2653195,-0.358789016,,
ADRO,OHLVC_LAG_EMA,2,50,2627.402344,36.87501526,0.128372003,64.42892588,-0.09138301,,
ADRO,OHLVC_LAG_EMA,3,78,6752.796875,52.49782562,0.077465264,79.52738554,0.663128091,,
ADRO,OHLVC_LAG_EMA,4,99,226671.0781,432.2097778,0.277465036,477.3218286,-4.656631286,,
ADRO,OHLVC_LAG_EMA,5,77,109816.0625,250.2835693,0.120933796,348.4190688,0.274079617,,
ADRO,OHLVC_LAG_RSI,1,87,10548.33008,82.34963226,0.132131857,103.4989852,-0.133684917,,
ADRO,OHLVC_LAG_RSI,2,98,2722.970703,37.64598465,0.115874456,58.95958813,0.064015329,,
ADRO,OHLVC_LAG_RSI,3,99,6385.472168,49.39025879,0.075218192,77.08815943,0.681165288,,
ADRO,OHLVC_LAG_RSI,4,100,210418.4531,415.9463196,0.266088641,458.7024438,-4.224308214,,
ADRO,OHLVC_LAG_RSI,5,84,105807.7734,241.1683655,0.119212301,349.6126541,0.273373935,,
ADRO,OHLVC_LAG_MACD,1,100,11121.38281,85.57369995,0.136476077,105.437623,-0.178170197,,
ADRO,OHLVC_LAG_MACD,2,97,2704.00415,37.78502274,0.107790222,56.2224118,0.161938175,,
ADRO,OHLVC_LAG_MACD,3,98,6495.358887,51.16495514,0.081343354,77.13235794,0.683765122,,
ADRO,OHLVC_LAG_MACD,4,98,223535.25,430.0928955,0.275761941,473.2344347,-4.559963282,,
ADRO,OHLVC_LAG_MACD,5,56,133470.5625,271.3860168,0.144123479,421.6884248,-0.058682686,,
ADRO,OHLVC_LAG_MA_EMA,1,100,11432.08789,86.7387085,0.138783304,106.903479,-0.210964939,,
ADRO,OHLVC_LAG_MA_EMA,2,86,2709.593994,37.7864418,0.102942696,55.22250606,0.17526342,,
ADRO,OHLVC_LAG_MA_EMA,3,77,7149.212402,52.50779724,0.082359338,86.95465183,0.601245037,,
ADRO,OHLVC_LAG_MA_EMA,4,88,287062.9688,497.2965088,0.320290352,536.1318739,-6.136467274,,
ADRO,OHLVC_LAG_MA_EMA,5,82,103345.7266,244.9126282,0.109769184,324.9252215,0.368797359,,
ADRO,OHLVC_LAG_MA_RSI,1,95,10602.12305,83.0022049,0.134896886,104.4878645,-0.156819808,,
ADRO,OHLVC_LAG_MA_RSI,2,72,2598.257324,36.72059631,0.104787885,54.56876626,0.192649835,,
ADRO,OHLVC_LAG_MA_RSI,3,91,6406.539551,49.46655655,0.082525637,83.53253718,0.628573998,,
ADRO,OHLVC_LAG_MA_RSI,4,100,204928.9688,407.2924194,0.259785456,452.6881397,-4.088863097,,
ADRO,OHLVC_LAG_MA_RSI,5,86,90321.63281,226.577774,0.104521608,307.309413,0.438925304,,
ADRO,OHLVC_LAG_MA_MACD,1,97,11406.7832,86.50125122,0.139393788,107.9361202,-0.233470842,,
ADRO,OHLVC_LAG_MA_MACD,2,52,2865.444092,38.67570114,0.102253087,53.95316811,0.208406199,,
ADRO,OHLVC_LAG_MA_MACD,3,100,6326.31543,50.08477402,0.076650653,75.43328404,0.694893128,,
ADRO,OHLVC_LAG_MA_MACD,4,100,213842.9531,417.7577209,0.266867147,462.4015077,-4.30859594,,
ADRO,OHLVC_LAG_MA_MACD,5,89,81972.27344,216.0131378,0.117549915,324.0315791,0.376711324,,
ADRO,OHLVC_LAG_EMA_RSI,1,96,11576.94531,87.73789978,0.14631337,111.6649702,-0.321078449,,
ADRO,OHLVC_LAG_EMA_RSI,2,66,2785.633545,38.95518112,0.12320901,62.241067,-0.024223256,,
ADRO,OHLVC_LAG_EMA_RSI,3,80,6530.922852,50.30553436,0.074735507,76.77354187,0.683066988,,
ADRO,OHLVC_LAG_EMA_RSI,4,99,224619.8125,429.7583008,0.275674165,475.9845034,-4.625454401,,
ADRO,OHLVC_LAG_EMA_RSI,5,70,107644.7969,246.3809204,0.124354168,357.4380095,0.235505912,,
ADRO,OHLVC_LAG_EMA_MACD,1,96,12557.51172,92.13406372,0.150465732,113.347535,-0.361359783,,
ADRO,OHLVC_LAG_EMA_MACD,2,31,2684.634766,37.04561615,0.13042743,65.37786911,-0.134629987,,
ADRO,OHLVC_LAG_EMA_MACD,3,86,6450.606445,52.61507034,0.076928279,79.52440356,0.662479469,,
ADRO,OHLVC_LAG_EMA_MACD,4,86,272503.3125,481.5533142,0.316918883,531.3564176,-6.011714983,,
ADRO,OHLVC_LAG_EMA_MACD,5,84,114792.3203,252.2020416,0.127676949,376.4108384,0.154331732,,
ADRO,OHLVC_LAG_RSI_MACD,1,95,10232.42676,80.90270233,0.135897268,104.6266758,-0.157814893,,
ADRO,OHLVC_LAG_RSI_MACD,2,83,2753.29834,38.2100563,0.107119348,55.57602369,0.161603045,,
ADRO,OHLVC_LAG_RSI_MACD,3,91,6193.197754,51.42700958,0.075590553,75.27328803,0.696017311,,
ADRO,OHLVC_LAG_RSI_MACD,4,100,218343.1406,425.5538635,0.272671241,467.2604663,-4.421014597,,
ADRO,OHLVC_LAG_RSI_MACD,5,91,100131.1016,237.263916,0.152793467,395.2000327,0.071059295,,
ADRO,OHLVC_LAG_MA_EMA_RSI,1,85,10707.81738,83.52661896,0.13512113,104.8571741,-0.163744497,,
ADRO,OHLVC_LAG_MA_EMA_RSI,2,71,2607.304688,36.81954956,0.110764886,57.27883483,0.120600457,,
ADRO,OHLVC_LAG_MA_EMA_RSI,3,70,6829.14209,51.1719017,0.083091552,84.76552355,0.620890285,,
ADRO,OHLVC_LAG_MA_EMA_RSI,4,100,220379.7031,425.9115601,0.27249045,469.4357027,-4.47191126,,
ADRO,OHLVC_LAG_MA_EMA_RSI,5,94,97336.125,232.7389984,0.111627002,327.9543297,0.357480469,,
ADRO,OHLVC_LAG_MA_RSI_MACD,1,81,11245.88379,85.66455841,0.136708865,106.3446441,-0.196905155,,
ADRO,OHLVC_LAG_MA_RSI_MACD,2,65,2689.105225,37.83765411,0.115453795,58.870637,0.069974398,,
ADRO,OHLVC_LAG_MA_RSI_MACD,3,72,6403.350586,51.1648941,0.074993951,77.41049579,0.678954532,,
ADRO,OHLVC_LAG_MA_RSI_MACD,4,89,239045.625,446.7738037,0.318674394,538.5448149,-6.201086135,,
ADRO,OHLVC_LAG_MA_RSI_MACD,5,92,104326.1641,241.6917419,0.114704325,341.3006204,0.303188954,,
ADRO,OHLVC_LAG_EMA_RSI_MACD,1,100,10588.57422,82.96243286,0.132559135,102.8966612,-0.119845616,,
ADRO,OHLVC_LAG_EMA_RSI_MACD,2,49,2546.660645,36.44777298,0.110485654,56.73537761,0.124662437,,
ADRO,OHLVC_LAG_EMA_RSI_MACD,3,92,6331.137695,50.66640091,0.083010994,83.17430812,0.632100731,,
ADRO,OHLVC_LAG_EMA_RSI_MACD,4,98,224660.9063,430.1094971,0.281013398,481.9549112,-4.76798519,,
ADRO,OHLVC_LAG_EMA_RSI_MACD,5,75,127753.8672,262.8926086,0.128826455,378.1887622,0.147917177,,
ADRO,OHLVC_LAG_MA_EMA_RSI_MACD,1,96,10870.20996,84.29766846,0.136112295,105.1650544,-0.170378882,,
ADRO,OHLVC_LAG_MA_EMA_RSI_MACD,2,27,2726.747314,37.58906174,0.128544371,64.10989205,-0.085935409,,
ADRO,OHLVC_LAG_MA_EMA_RSI_MACD,3,80,6672.413086,49.89842224,0.083765869,85.5072887,0.612208129,,
ADRO,OHLVC_LAG_MA_EMA_RSI_MACD,4,100,209419.125,412.2566223,0.263071295,457.6182295,-4.200315398,,
ADRO,OHLVC_LAG_MA_EMA_RSI_MACD,5,92,104335.3594,241.2425995,0.116816648,346.5998176,0.281496941,,
