Ticker,Fitur,Best_Epoch,Val_Loss,Val_MAE,Val_MAPE,Val_RMSE,Val_R2,Split_Mode
BBTN,Open,7,18237.39453125,117.0879135131836,0.09939544612255052,132.22267921842186,-1.2930609744432915,date
BBTN,High,6,9909.7294921875,82.62267303466797,0.06842590912293627,98.61977515386774,-0.24605145794945693,date
BBTN,Low,6,11292.400390625,79.55651092529297,0.06318539802769056,104.79468872983638,-0.4204520551643746,date
BBTN,Volume,6,19033.646484375,105.218017578125,0.08308222720310074,133.0506548144544,-1.3946947106695298,date
BBTN,Open_High,6,15315.9833984375,93.22715759277344,0.07349655649459715,121.05193443632625,-0.9262050390523549,date
BBTN,Open_Low,6,11849.705078125,93.22786712646484,0.07819944985920424,107.4316493077656,-0.48980920844423803,date
BBTN,Open_Volume,6,10897.931640625,87.84202575683594,0.07317887946299736,103.26456381947878,-0.36962743806941223,date
BBTN,High_Low,6,9043.84765625,75.51817321777344,0.06149496173787352,94.79287865997662,-0.1379303376036884,date
BBTN,High_Volume,6,10174.328125,84.63846588134766,0.07024183472115002,99.94631914522391,-0.2791637506959654,date
BBTN,Low_Volume,6,9240.9609375,78.59392547607422,0.06461763065800408,95.72874557180593,-0.16185769941134182,date
BBTN,Open_High_Low,6,10408.171875,75.71511840820312,0.060017614751759554,101.2424456708949,-0.30924505144030495,date
BBTN,Open_High_Volume,6,9661.4833984375,75.02613830566406,0.060239633366285045,97.7223848390522,-0.21579067937886354,date
BBTN,High_Low_Volume,6,10759.794921875,79.23587799072266,0.06341639733649816,102.67301929766312,-0.35406634540423493,date
BBTN,Open_High_Low_Volume,6,16519.296875,97.25631713867188,0.07643809172817953,126.3199729830395,-1.0770929755549055,date
BBTN,OHLV_MA5,6,11965.08203125,80.16754150390625,0.06306552030358531,108.0935240885044,-0.5049235302540688,date
BBTN,OHLV_MA10,6,10452.7314453125,78.1340560913086,0.06256367625413227,100.9276540548084,-0.31242909103364364,date
BBTN,OHLV_MA20,6,11746.064453125,89.94660186767578,0.07495949324587624,105.76097055750739,-0.476626380553895,date
BBTN,OHLV_MA30,6,15234.783203125,93.1747055053711,0.07372802241287245,119.67112156754061,-0.9145553608947872,date
BBTN,OHLV_MA50,6,10666.07421875,78.40802764892578,0.06261048067774953,102.11005567683101,-0.3428425949094071,date
BBTN,OHLV_EMA5,6,11276.9228515625,79.39459228515625,0.0630664729489251,105.19641956025553,-0.41891081654448103,date
BBTN,OHLV_EMA12,6,19321.5078125,106.7402572631836,0.08420799687621494,135.0134465758072,-1.426660878866279,date
BBTN,OHLV_EMA26,6,9670.236328125,79.36153411865234,0.06493630897992304,97.82894792701317,-0.21624781032035198,date
BBTN,OHLV_EMA30,6,9013.1513671875,74.51384735107422,0.06032800164815924,94.65398876124091,-0.13290710875102277,date
BBTN,OHLV_EMA50,7,17237.43359375,114.95635223388672,0.0976827802559285,129.2234250430917,-1.1703013460319869,date
BBTN,OHLV_RSI7,6,17128.150390625,99.3453140258789,0.0781465301239855,128.3579139442049,-1.1543999195895176,date
BBTN,OHLV_RSI14,6,15624.03125,93.06140899658203,0.07312352060660113,122.14419867568277,-0.9669485394972024,date
BBTN,OHLV_RSI21,6,9318.1357421875,76.73660278320312,0.06252036680076409,96.16242826221587,-0.1712422961414655,date
BBTN,OHLV_MACD_12_26,6,17365.275390625,100.19007110595703,0.0791594189560299,127.52072956774995,-1.1843623273199442,date
BBTN,OHLV_MACD_5_20,6,15167.435546875,91.60551452636719,0.07208486864418674,120.04881685355068,-0.9088700109089907,date
BBTN,OHLV_MACD_10_30,6,9293.470703125,73.46895599365234,0.058880724720720944,96.15562420009843,-0.16885475481021112,date
