Expected_Return,Expected_Profit,Realized_Return,Realized_Profit,Volatility,Sharpe_Ratio
7.83008143107162e-05,7830.08143107162,-0.17880117086131475,-17880117.086131476,0.051613835593236734,-0.13794855058906175
